,BANANA,POBLANO,JALAPENO,GUAJILLO,CAYENNE,HABANERO,NAGA_VIPER,COLOR,AGE,SPICYNESS
60,True,False,True,False,False,False,False,0.7944654108148199,7.456594165093831,73.06229249677226
61,False,False,False,False,False,False,True,0.03203049089510117,7.621262000875106,75.73448795238392
62,True,False,True,False,True,True,False,0.4270737326769857,4.824077149717862,86.50012088368423
63,True,False,False,False,True,False,False,0.619980067125734,2.0459955669086565,46.8402490565486
64,False,False,True,False,False,True,False,0.6016084881901204,8.191439377776753,89.21331035250437
65,False,False,False,False,True,False,False,0.28342395165772416,4.598738823877117,55.76079694131182
66,False,False,True,False,True,True,False,0.4097194342675563,5.316803328182523,110.85936669400954
67,False,False,True,False,False,True,False,0.5075698499455601,3.218543257997679,73.43725375847107
68,False,True,False,False,False,False,False,0.8768788908378167,7.004657105460038,42.924231809358496
69,False,False,False,False,False,True,False,0.13626867346163637,4.224748446879431,56.327900027451065
70,False,False,False,False,False,True,False,0.08455144117764463,7.2169311746995675,65.52536478882136
71,True,False,True,False,False,True,False,0.7335224653765512,3.0977236534719803,86.4968500818746
72,True,True,True,False,True,False,True,0.5368371736046147,3.847448246710679,114.91844236516809
73,False,False,True,False,False,False,False,0.841257786282794,5.421018316824714,38.97401868211345
74,False,False,False,False,False,False,True,0.5567019428479728,8.788487749181572,75.02344975487075
75,False,False,True,False,True,False,False,0.4698373102677321,5.588929123976806,79.68056699452194
76,True,False,True,False,True,True,False,0.48569916717712003,4.745834929196749,95.42929690421401
77,True,False,False,False,True,False,True,0.3880392673210992,6.200991142893647,93.69633999183493
78,True,True,True,False,False,True,False,0.6806632796165916,11.271248365620208,91.13836807678862
79,False,False,True,False,False,False,False,0.5694770694465731,4.166650760509013,37.9852032363998
80,False,False,True,False,True,False,False,0.5492724026526056,2.4670217230131684,44.97870687440379
81,False,True,True,False,False,False,False,0.8877371871853176,7.664586290318204,48.95177184259496
82,False,True,True,False,True,False,False,0.7078713316097147,2.6441154630844266,60.57957666458188
83,False,False,True,False,True,False,False,0.3307384649312146,3.4076000838224636,66.40516918193312
84,False,False,False,False,True,False,False,0.23303344044304525,7.2538776256213735,52.778743681341076
85,False,False,True,False,False,False,False,0.6285248049301924,5.439061962826992,70.14475728423048
86,False,False,True,True,False,False,False,0.5975128979638065,8.639948176199477,66.90662742333463
87,True,False,False,False,True,True,False,0.5300946267029635,4.659119989731995,76.3401178122845
88,False,False,True,False,False,False,False,0.921434840611265,5.312686311709214,43.22303619698088
89,False,False,True,False,True,False,False,0.3853352095664656,3.808000810355017,53.76093157169912
90,False,False,True,False,True,False,False,0.3434273149481656,12.345105031178731,69.46018371500827
91,False,False,True,False,True,True,False,0.4116669932391666,5.203601266500404,86.25524913602608
92,True,False,False,False,True,True,False,0.4146983878480297,4.039065183590907,73.11762960446232
93,False,False,True,False,False,False,False,0.853732937903052,5.042730478994786,35.80684268301366
94,False,False,True,True,True,False,False,0.4152102480535301,7.589072754852085,83.158399069167
95,False,False,True,False,True,False,False,0.3538815871160868,3.5390060025042285,78.18412228462861
96,False,False,True,True,False,False,False,0.4622674408914149,4.455088512267666,51.149172736302255
97,False,False,True,False,False,False,False,0.8724094310504102,5.054800177653229,43.718524382163416
98,False,True,False,False,True,True,False,0.3031922251473194,4.938738293231129,86.84555069133798
99,False,False,True,False,True,True,False,0.44076928360268636,1.2935343565310722,82.10866447891777
100,False,False,True,True,True,True,False,0.33399642746838,10.139038902661115,119.16506361531329
101,False,False,True,False,False,True,False,0.5785434660717989,5.259255747856977,76.56128065541006
102,True,True,False,False,False,False,False,0.7928744089145598,3.3930545037944073,27.10438872071183
103,False,False,True,False,False,False,True,0.5619930486101558,8.416326217258096,93.17844717681132
104,False,True,False,False,True,False,False,0.5473643305685792,4.339374169171127,50.00823784559532
105,False,True,False,False,False,True,False,0.590500134356184,8.042397540069548,76.39007380468796
106,False,False,True,False,False,False,False,0.6038686329494442,4.538554318298244,33.81057748665826
107,False,False,True,False,False,False,False,0.7676006620147539,3.451256139628767,49.85219472711202
108,False,False,True,False,True,False,False,0.4260536915161239,3.2254773802027854,88.2679394635221
109,False,False,True,False,True,True,False,0.4294804593012047,3.7350924764620275,94.91961933278752
110,False,False,False,False,False,True,False,0.26154767422854297,9.494474711546653,66.69957478695548
111,False,True,False,True,True,False,False,0.3816808177713879,2.515585384197113,57.830132521164465
112,False,False,True,True,False,True,False,0.4056065599657603,15.190726050078583,97.12322324010424
113,False,False,True,False,False,False,False,0.7902183486547747,8.443954070876574,63.55695468488682
114,False,False,False,False,False,True,False,0.17042402434694823,5.106698856662768,61.507721284937176
115,False,False,True,False,False,False,False,0.8625038011872668,7.397129864821429,61.236228294966246
116,True,False,False,False,False,False,False,0.8244474801924726,5.0032434924284015,40.87475043403919
117,False,False,True,True,True,False,False,0.4554623294004904,4.58333253064957,90.33357121490708
118,False,False,True,False,True,False,False,0.4725182167488333,7.338630136563507,70.88855286900787
119,False,False,True,False,True,False,False,0.5250407008843689,4.330408864036748,55.80430842759973
120,False,False,True,False,True,False,False,0.40949053357520265,4.367650129871588,68.74960746572826
121,False,True,True,False,False,False,False,0.8495971639561208,7.8091969989215215,96.05565387114473
122,False,False,True,False,False,False,False,0.9373437746832919,7.837280721517726,43.06460058806798
123,True,True,True,False,True,False,False,0.6645312002352399,5.852367192013093,87.70404831564275
124,False,False,False,False,True,True,True,0.15765548909608937,8.683405374797776,138.35786275457815
125,False,False,True,False,True,True,False,0.42805295597941945,6.03268957478885,96.48337791649644
126,True,True,True,False,False,False,False,0.8239618286239341,3.420831670617556,39.804557001001335
127,False,False,True,False,False,False,True,0.4539068792804108,7.676451592134965,94.14159924058953
128,True,False,True,False,True,True,False,0.430860896899375,8.395108621297044,114.51647651557673
129,True,False,True,False,False,True,False,0.5453022040779766,1.498927364091509,76.04410199091944
130,False,False,True,False,True,False,False,0.42185957247029965,7.418475713147269,72.24396688017373
131,False,False,False,False,True,False,False,0.040617358030043904,9.280310401037298,62.758996859035406
132,False,False,True,False,True,False,False,0.6035801677102471,5.498741587828194,59.380237012877494
133,False,True,True,False,True,False,False,0.6198783512520494,6.341961859500078,69.32301186663474
134,True,False,True,False,True,False,False,0.6876652394032546,7.712860173731823,73.63590346689782
135,False,False,True,False,True,False,True,0.3771006683965911,3.8087842077285994,95.3025724347233
136,False,False,True,False,True,True,False,0.47018755482988284,7.288622731386547,106.0150821895111
137,False,False,True,True,False,False,False,0.6093913892434499,5.351741375968389,77.2845073053183
138,True,False,True,False,False,False,False,0.880093257318882,7.2913084900555205,54.47960215063629
139,True,False,True,False,False,True,False,0.6137675722215005,3.2673690966132534,80.08085922614575
140,False,False,True,False,True,False,False,0.577552416751707,7.3975134969932075,64.45942376461429
141,True,False,True,False,False,True,False,0.6082288723933346,11.43585665581499,100.25969292454744
142,True,False,True,False,True,False,False,0.5510415323845407,3.8125496894546043,54.32487309572068
143,False,False,True,False,True,False,True,0.461665062608218,3.887190212587588,123.35612731071495
144,True,True,False,False,False,True,True,0.5524539780655341,5.953904917071028,105.20587094028095
145,False,False,False,False,True,False,False,0.08233118144301449,4.31769841809302,68.84214413961611
146,False,False,True,False,False,False,False,0.527469889902811,3.4595371982056426,40.7514036377802
147,False,False,False,True,False,True,False,0.13503040514315795,14.650634074693553,85.22024603661023
148,False,True,True,False,False,False,True,0.42255784397820856,9.8544530498935,112.28210905604054
149,True,True,True,False,False,True,False,0.6186831559781192,4.68974964785623,87.97819602866832
150,False,False,False,False,True,True,False,0.22683570740082817,9.86307149466988,89.97541634826652
151,False,True,True,False,True,True,False,0.4454569897761288,6.33087628703552,92.83116619550358
152,True,False,True,False,False,True,False,0.5880897313973127,2.432805703577032,60.40545032879403
153,True,False,True,True,False,True,False,0.5532047693332691,5.699260286650411,114.48267990970334
154,False,False,True,False,True,True,False,0.34332753688160617,6.2053174232166,104.93275128082601
155,True,False,True,False,False,True,False,0.5911460942809161,10.923219546329577,84.52114619395762
156,False,True,True,False,False,True,False,0.5361811160228558,12.802417762273198,101.13502216009155
157,False,False,True,False,False,False,True,0.46469915476649754,7.109425015594263,83.82081138122533
158,True,False,True,False,False,False,False,0.6542954793595256,3.807144185509844,36.512623591141256
159,False,False,False,False,False,True,False,0.19993292059421053,5.206774350525725,66.00139661274115
160,False,False,True,False,True,True,False,0.43516829096207593,9.909524047391882,97.42043187654568
161,False,True,False,False,False,False,False,0.9362154333747136,7.980876655478769,50.39139556724171
162,False,False,True,False,False,True,False,0.44930297111736295,10.742366186496266,80.32697601182667
163,False,False,True,False,True,True,False,0.38743401068632294,7.507886283898618,111.86179451825261
164,True,False,True,False,True,False,False,0.5674301366327522,7.231889570909321,63.060116918202084
165,False,False,False,False,True,False,False,0.23622613650442548,2.2685913815534877,38.00488182161665
166,False,False,True,False,True,True,False,0.36021201066354075,8.599434335254662,135.51817208089088
167,True,False,True,False,True,False,False,0.6046361604524035,2.580569279245974,49.991779107293425
168,False,False,False,False,True,False,True,0.18215889106482094,4.576886082013171,84.53930484598949
169,True,True,False,False,True,False,False,0.49247647309876674,7.1482149185515205,68.06015863150162
170,True,False,True,False,False,True,False,0.6469453411581242,5.288389515010526,83.0348540195038
171,True,False,True,True,False,True,True,0.4035645085937934,6.658687725042619,126.12208201036613
172,True,True,True,False,False,True,True,0.5219151802716945,3.4199059191712635,116.00519240329623
173,False,True,True,False,True,False,False,0.6903464177148373,10.173793441775684,87.2871313771531
174,True,False,True,False,True,False,False,0.4591252429756179,10.883879491413886,73.3147197618273
175,False,False,True,False,False,False,False,0.6156448042520687,2.848752399359791,30.117911922610187
176,False,False,False,False,False,True,False,0.4619900190188972,4.783878770708011,61.26520559976571
177,True,True,True,False,False,True,False,0.7295812116032228,4.6022736360188725,72.88954931907031
178,False,False,True,True,True,True,False,0.28434848705782007,3.6103069587596925,88.4536347356937
179,False,False,True,False,True,False,True,0.48092005571384,6.717652083198437,106.14580448314817
180,True,False,False,False,False,True,False,0.5291782727167852,4.435376487678944,76.00705680930524
181,False,False,False,True,True,False,False,0.16388983088863116,1.615499806221353,70.68731295879921
182,False,False,False,False,False,True,False,0.1011621757668587,4.852724203508314,64.37444303912298
183,False,True,True,True,False,False,False,0.6023357764474906,4.740469441568912,79.8246435691359
184,False,False,True,True,False,False,False,0.4575051643788317,4.82883497233959,67.85956968121162
185,True,False,True,False,False,False,False,0.8006942715522738,5.55033883422862,43.15089456855591
186,False,False,True,False,True,True,False,0.393874810672529,6.085744441884245,111.68834613163459
187,True,False,True,False,False,False,False,0.7758198527437127,4.884363482436289,36.44356952618361
188,False,False,True,False,True,False,False,0.4615792271892352,6.112201224957716,61.362532291535366
189,False,False,True,False,False,False,False,0.8088006816248579,11.3617645783356,48.01521397349489
190,False,False,False,False,True,False,False,0.21848924652298396,5.222806538642166,49.33395526761394
191,False,False,True,False,False,True,True,0.5416717365633,3.662544314497302,103.08437061779696
192,True,False,True,False,False,False,False,0.8365067689321101,8.58590183301754,46.206124553988296
193,True,False,False,False,False,True,False,0.6247844834836187,2.5453585520051414,47.68216800260317
194,False,False,True,False,True,False,False,0.5346359808161654,5.074750137169924,56.494913533120084
195,False,False,False,True,False,False,False,0.03504384041665372,2.511595061594978,54.318760844024666
196,False,True,True,False,True,False,False,0.520283639561421,8.215344531173493,85.72512477661758
197,False,False,True,True,False,False,False,0.5604349226923097,5.025497129779222,79.15631237469398
198,False,True,False,False,False,True,False,0.5052449530864264,2.6594406182616233,54.572670996684295
199,True,False,False,False,False,False,False,0.7466709972006649,3.8090593130204176,28.562294671861512
200,True,True,True,False,False,True,False,0.6090743474619963,5.150922742895984,75.18371760458456
201,False,False,True,False,True,False,False,0.4721788077235407,7.31176174020824,69.76153886429594
202,True,False,True,False,True,True,True,0.46294359324591483,9.067431847070152,134.80910614213553
203,False,False,True,False,True,True,False,0.36445474444746306,3.972676292276719,82.81843885468543
204,False,False,True,False,True,True,False,0.44396103308552765,7.8108463171884175,120.92897586277817
205,False,False,True,False,False,False,False,0.8740829464059134,8.591091521423023,46.05534741083463
206,False,True,True,False,False,True,False,0.5756875070985888,4.422205613604518,86.99445799942622
207,False,False,False,False,True,False,False,0.06260747318044886,8.192356029139408,60.652443824360276
208,True,True,False,False,True,False,False,0.5540979282990219,6.804104300638299,71.32667673635306
209,False,False,False,False,True,False,False,0.29945641574890797,13.280311187137215,74.45008992611244
210,False,False,False,False,True,False,False,0.1538081746311328,4.29648332773451,57.411661577943676
211,False,False,False,False,False,True,False,0.13509199542161818,3.1931461195884854,48.75014276836454
212,True,False,False,False,False,True,True,0.35742287252672833,8.142400240231618,125.65055003787626
213,False,False,True,False,False,False,False,0.8230750495652465,7.053400995216618,55.16412366026274
214,False,False,False,False,True,False,False,0.12299315738340791,9.736820318989832,57.24157049187882
215,True,False,True,False,True,True,False,0.47351635838202405,9.056778699089099,97.27299197574115
216,True,False,False,False,True,True,False,0.40194928849196127,6.389677746512517,100.9864969660302
217,False,False,True,False,False,True,False,0.45181243497069334,8.549612648884825,74.47498214366381
218,False,False,True,False,False,True,False,0.4536202024035517,4.992598186455992,70.52091907955338
219,True,False,True,True,False,False,False,0.7000068975089232,11.683016295624302,104.64688481276539
220,True,True,True,False,False,False,False,0.8724904757065574,2.760773456160864,84.83091677892443
221,False,False,False,False,False,True,False,0.28480069995304647,5.708298504762817,67.17585316979482
222,False,False,True,False,False,False,False,0.7995585220536348,9.693448354640669,50.85565332569987
223,True,False,True,True,False,False,False,0.7328070420445401,6.985045434150311,72.85550461704949
224,False,False,True,False,True,False,False,0.4547015012065785,12.865878576765713,85.85097786358783
225,True,False,True,False,True,True,True,0.41343871996510295,9.300915189398891,126.19244581915724
226,False,False,False,False,False,True,False,0.1502451894694714,8.451205747496648,75.50667827015793
227,False,False,True,False,False,False,False,0.7794933045597313,5.3639973070023945,48.04180334215764
228,False,True,False,False,False,False,False,0.6544995309429179,5.505549616630356,41.62834241851801
229,False,False,False,False,False,True,False,0.1230691588530906,5.671423143072033,63.57653141906435
230,False,False,True,False,False,False,False,0.839988969052928,5.399110586220362,39.63083406913488
231,True,False,True,False,True,True,False,0.5621397009366633,8.913135229650992,123.93044209328698
232,False,False,True,False,False,False,False,0.8596436898420616,10.094005014462507,47.359365816974304
233,True,False,True,False,False,True,False,0.6976323583542242,10.702837039564644,112.54035012321938
234,False,True,False,False,False,False,False,0.9157370515107924,7.518064140800186,50.974779629002064
235,False,False,False,False,True,False,False,0.17126566972614513,3.6444994402696413,67.59667157356597
236,True,True,False,True,False,False,False,0.7126180092086498,4.570025551821112,58.83981113144628
237,False,False,True,True,False,False,False,0.4817322342216981,8.971011068763273,69.51758712393837
238,False,False,False,False,True,True,False,0.21277435806509887,4.741987030046889,97.43348615943574
239,False,False,False,False,False,True,False,0.28516500608454287,5.279134168242349,79.07903318708799
240,True,True,True,False,False,True,False,0.6181515659642904,5.50772824871519,80.29817314923812
241,False,False,False,True,False,False,False,0.2574310894919177,16.341569307608875,54.4307914379705
242,False,False,True,False,False,True,True,0.3900096888227152,6.396706792302982,119.57744294667877
243,False,False,True,False,False,False,True,0.38026058491030995,7.800623840549826,95.95408707299404
244,True,False,False,False,False,False,False,0.8637012375813428,7.121819171424209,53.418084023103745
245,True,False,True,False,False,True,False,0.6753130891250935,10.534916986740399,93.9659207782968
246,False,False,True,False,False,False,False,0.639706105724257,5.211186317648149,52.897133011014304
247,False,False,True,False,False,True,False,0.5097541858035806,2.8569466112118054,66.30453469810593
248,False,False,True,False,True,False,False,0.5053960491076619,8.74555147864126,70.79495849967122
249,False,False,True,False,False,False,False,0.8570909422047904,7.995705288344327,50.025054570400044
250,True,False,False,False,False,False,False,0.9571942141667545,2.9968916525471903,33.90620993109359
251,True,False,True,False,True,False,False,0.6475184082789939,13.86683307417682,73.65596782770832
252,False,False,True,False,False,False,False,0.918021501078367,3.807761931540534,43.91551387544055
253,False,False,True,False,True,False,False,0.3289625105878221,8.311360397148228,78.00337771354451
254,False,False,True,False,False,True,False,0.4417643992054859,6.1978280410348034,70.06582523278291
255,False,False,True,False,False,True,False,0.4830221470237876,5.332010099223503,112.40955374226043
256,False,False,False,False,False,False,True,0.17135074643054854,4.605990195735057,93.80221534726931
257,False,False,False,False,False,True,False,0.10220843105476027,3.915873484524705,65.23026350223083
258,False,False,True,False,True,True,False,0.41549775901315417,3.442390743781132,84.46883201042121
259,False,False,False,False,False,True,False,0.29233845230662486,8.06952647902147,72.05419148057882
260,False,False,False,False,True,True,False,0.09875735620870482,8.868860780742025,102.9807729381376
261,False,False,True,False,False,False,False,0.6332688111192073,3.587319609367403,30.924830560485137
262,False,False,True,False,False,False,False,0.9427476972898559,5.005068991570829,37.575614650751476
263,False,False,False,False,False,True,False,0.17283205636134105,5.73400186305152,68.370460506462
264,False,True,True,False,True,True,False,0.49960315632631147,8.434835762142795,104.45620654428345
265,False,False,True,False,False,False,False,0.8755020933550781,8.418289791081971,71.39759411727469
266,False,False,True,False,False,True,False,0.44793204426989713,5.405696726610016,69.66573462108556
267,False,False,False,False,False,True,False,0.3747297710217353,5.632641194320529,67.95047881646788
268,False,False,True,False,True,True,False,0.4748866278494593,7.241354583566601,103.70625215467156
269,True,True,False,False,False,False,False,0.788276433215934,5.159918609009049,33.10745930779225
270,False,False,False,False,True,False,False,0.08498479438575515,7.650519148997144,77.05470712359022
271,True,False,True,False,True,False,False,0.6414341570965352,6.98796643701526,70.00515986506201
272,False,False,False,False,True,False,False,0.24908876307784208,8.53641259735123,72.85849468589343
273,True,False,True,False,False,True,False,0.6821385659090305,3.3067055631042535,59.59285897608183
274,False,True,True,True,True,True,False,0.42245267728114866,6.0507727335595005,98.20687290983359
275,False,False,True,False,False,True,False,0.47747859910002954,9.020820576483729,79.11395592806522
276,True,True,True,False,False,False,False,0.8833602365641666,5.3175868251237866,57.61158307236302
277,False,False,False,False,True,False,False,0.1802103356544,3.2713125403245193,49.97092443726165
278,False,False,True,False,False,False,False,0.8929605222361833,2.9411053430825285,36.54414790340633
279,True,False,True,False,True,False,False,0.6140383022101376,5.314512252962388,60.5576550166514
280,False,False,True,False,True,True,False,0.38840866668153257,5.599393876079839,96.34779195267343
281,False,False,True,False,False,True,False,0.5217069335099845,6.154963413431132,70.83653851786158
282,False,False,True,False,False,True,False,0.6464520184452276,16.192357255478107,101.64216254527692
283,False,False,False,False,True,False,False,0.19025272138861674,12.047034538141661,71.54743300081499
284,False,False,False,False,True,False,False,0.19566351578373664,8.10312137004536,55.26545789391029
285,False,False,True,False,False,True,False,0.622146128514599,6.382642366741933,85.63023517995758
286,True,False,True,False,False,False,False,0.7340534489029198,5.836963281110221,57.44184291668282
287,False,False,True,False,True,False,False,0.5837881543689099,4.5005920772839065,62.50724019464409
288,False,False,False,False,True,True,True,0.12164077196282035,5.914979522741869,133.94768486073312
289,False,True,True,False,False,False,False,0.8359790845154222,4.496087524118419,49.34669518396424
290,False,True,False,False,True,False,True,0.4399491626607451,4.573401646044259,99.5087155560769
291,False,False,False,True,False,False,False,0.15016645762172334,7.054889801674674,65.44296997312907
292,False,False,True,False,False,True,False,0.4837173486008118,5.834203879516285,75.87359435341904
293,False,False,True,False,False,False,False,0.8412431344985174,7.595943589816132,50.057177685377745
294,True,False,True,False,True,True,False,0.4883460586209831,5.77735807440061,92.8154300909683
295,False,False,True,False,False,False,False,0.6056967265265178,3.7593487921285726,31.042579781682967
296,False,False,True,False,False,False,True,0.6218492840221339,13.555255175147444,96.08180197043862
297,False,False,False,False,False,True,False,0.44238254241683017,9.907439388134566,83.81264776175144
298,False,False,True,True,True,False,False,0.36531419204223115,12.790458338312247,84.58817633302631
299,False,False,True,False,True,False,False,0.5234821169051153,7.200962859500638,62.826473723193466
300,False,False,True,False,True,True,False,0.41683049166910097,7.075922639851519,99.89375907262793
301,True,False,True,False,False,False,True,0.5502289808106636,8.084429544746575,94.72282864731257
302,False,False,True,False,True,False,False,0.32467461241021334,5.249165418688396,56.421322698249824
303,True,False,True,False,False,True,False,0.6393844232085505,3.972698856107902,71.24793286209571
304,True,True,False,False,True,True,False,0.49461867823150085,1.8437798486458035,76.9113483189279
305,True,False,False,True,True,True,False,0.31716115277674445,6.281459068080112,126.6207808443998
306,True,False,True,False,True,True,False,0.5393842777135244,2.221722244243681,73.7799851130429
307,False,False,True,False,True,False,False,0.47387271809067233,4.388876539718106,61.090340331022546
308,False,False,True,False,True,False,False,0.5081283662464217,6.153202714778607,79.91860286718266
309,True,False,True,False,True,False,True,0.4808816659646777,3.243758491222919,98.65866613592084
310,False,False,False,False,True,False,False,0.0478530682027459,7.564626045138899,53.462759396570355
311,True,False,True,False,False,True,False,0.5342912278484727,6.315316106025293,80.4350157518777
312,False,False,True,False,False,False,False,0.6233717748326006,7.595024486392488,48.832735148555116
313,False,False,True,False,True,False,False,0.5971673361151109,7.885472606373644,74.83053361351773
314,False,False,False,False,False,True,False,0.20144456762367613,4.888363663752411,67.49769182703585
315,False,False,False,False,False,True,False,0.2740138482474314,6.971344408957071,80.93039115158737
316,True,False,True,False,True,False,False,0.623118739729194,8.435115759129987,69.93245673083416
317,False,False,True,False,True,False,False,0.5485168252298583,4.049437979598893,53.294156760745715
318,False,False,True,False,False,True,True,0.33780814047765356,7.367426982489608,114.40679148196767
319,False,False,True,False,True,True,False,0.5763738216944571,8.178443398035686,99.02562376542934
320,False,True,True,False,False,False,False,0.8499364606248064,6.239534844352441,49.66294044770396
321,True,False,True,False,False,False,False,0.8813544978968186,7.362112287740411,48.513446700434116
322,False,False,False,False,False,True,False,0.18180600895555338,4.9485448644369665,57.69694570885941
323,True,True,False,False,False,False,False,0.8069725988299321,6.757999551877784,37.91372162490804
324,False,True,True,True,True,False,False,0.46172373842247927,2.537810277225731,88.37557592728066
325,False,False,True,False,True,False,False,0.5974902088641021,4.3667234673332835,63.23856926682957
326,False,False,True,False,False,False,False,0.8705717366870485,7.203879510082261,73.45605866258978
327,False,True,True,False,True,False,False,0.5616243558950483,6.78850984170105,75.84063636438856
328,False,False,True,False,False,True,False,0.42138887535456687,6.637123606023671,72.56280747679081
329,False,False,True,False,True,True,False,0.4386796779224338,6.554472163218153,92.14308996854932
330,True,False,True,False,False,False,False,0.8466085983686612,6.33659711657351,52.12496171002104
331,True,False,False,False,True,False,False,0.3411039311371661,3.7987799011810326,41.80972726008901
332,False,False,True,False,False,False,False,0.5644552224084601,8.860023974611934,59.824771624633264
333,False,False,True,False,False,True,False,0.5994471441071783,8.141785240112116,75.61777587258068
334,True,False,False,False,False,False,False,0.7180843152046859,5.006018322326443,49.509000234628466
335,False,False,True,False,True,True,False,0.37802958400917736,4.9958661349218145,97.9792464400563
336,False,False,True,False,False,False,False,0.7627678741265587,9.065545594704924,49.4239516803363
